orchard_survey_id,site_code,survey_period,orchard_area_ha,durian_flower_density,fruit_set_rate_pct,durian_yield_kg,other_pollinator_activity,fertilizer_use_index,irrigation_level,agricultural_disturbance_note
ORC-0001039,TMB-BRC,2021-01-01,25.7,65.0,60.8,27997.6,66.8,35.1,40.4,
ORC-0001040,TMB-BRC,2021-02-01,25.7,54.5,62.8,35207.9,82.5,35.9,35.9,
ORC-0001041,TMB-BRC,2021-03-01,25.7,83.1,68.4,34169.8,57.3,35.6,24.6,
ORC-0001042,TMB-BRC,2021-04-01,25.7,100.0,69.6,34915.9,72.1,28.6,28.7,
ORC-0001043,TMB-BRC,2021-05-01,25.7,100.0,72.5,32627.7,68.7,8.2,26.9,
ORC-0001044,TMB-BRC,2021-06-01,25.7,94.4,74.3,33366.3,80.2,28.2,30.2,
ORC-0001045,TMB-BRC,2021-07-01,25.7,74.0,74.3,36133.2,62.0,34.6,57.4,
ORC-0001046,TMB-BRC,2021-08-01,25.7,29.8,48.3,25303.7,58.4,34.4,55.0,
ORC-0001047,TMB-BRC,2021-09-01,25.7,46.2,51.0,27090.5,61.7,37.7,33.7,
ORC-0001048,TMB-BRC,2021-10-01,25.7,47.6,61.8,30461.5,65.3,29.0,25.4,
ORC-0001049,TMB-BRC,2021-11-01,25.7,50.4,67.9,34221.3,71.0,47.6,22.4,
ORC-0001050,TMB-BRC,2021-12-01,25.7,49.2,58.7,25138.2,76.8,34.5,35.1,
ORC-0001051,TMB-BRC,2022-01-01,25.7,77.0,71.0,33665.0,79.4,28.3,43.3,
ORC-0001052,TMB-BRC,2022-02-01,25.7,54.4,58.0,29065.6,78.4,31.2,44.6,
ORC-0001053,TMB-BRC,2022-03-01,25.7,82.8,62.3,28588.8,62.4,37.1,26.1,
ORC-0001054,TMB-BRC,2022-04-01,25.7,100.0,78.7,39562.5,76.0,43.6,30.7,
ORC-0001055,TMB-BRC,2022-05-01,25.7,97.0,64.2,31860.9,66.9,35.5,47.8,
ORC-0001056,TMB-BRC,2022-06-01,25.7,87.0,87.2,43975.5,75.2,54.0,46.1,
ORC-0001057,TMB-BRC,2022-07-01,25.7,65.9,76.1,38452.4,74.5,35.0,49.9,
ORC-0001058,TMB-BRC,2022-08-01,25.7,38.9,67.3,33054.1,74.4,55.3,32.0,
ORC-0001059,TMB-BRC,2022-09-01,25.7,42.9,61.8,31489.2,61.9,50.8,35.5,
ORC-0001060,TMB-BRC,2022-10-01,25.7,55.0,57.3,30992.5,75.9,38.3,45.2,
ORC-0001061,TMB-BRC,2022-11-01,25.7,33.9,58.1,31701.8,72.6,39.1,39.5,
ORC-0001062,TMB-BRC,2022-12-01,25.7,60.6,65.7,32906.1,81.3,66.3,53.4,
ORC-0001063,TMB-BRC,2023-01-01,25.7,46.0,58.5,26489.8,71.4,40.4,31.7,
ORC-0001064,TMB-BRC,2023-02-01,25.7,51.3,57.1,25116.0,78.5,48.0,11.5,
ORC-0001065,TMB-BRC,2023-03-01,25.7,82.9,65.9,31125.2,80.8,47.8,48.4,
ORC-0001066,TMB-BRC,2023-04-01,25.7,100.0,87.7,40146.6,78.2,74.4,32.7,
ORC-0001067,TMB-BRC,2023-05-01,25.7,100.0,86.7,46664.3,67.4,53.5,42.5,
ORC-0001068,TMB-BRC,2023-06-01,25.7,84.3,60.9,28650.6,66.9,54.4,32.9,
ORC-0001069,TMB-BRC,2023-07-01,25.7,71.3,64.8,31221.3,59.9,38.4,53.5,
ORC-0001070,TMB-BRC,2023-08-01,25.7,38.5,56.1,29831.0,93.7,40.5,55.8,
ORC-0001071,TMB-BRC,2023-09-01,25.7,37.2,66.5,33890.2,79.8,50.6,36.0,
ORC-0001072,TMB-BRC,2023-10-01,25.7,60.2,65.4,35645.9,69.1,35.0,50.1,
ORC-0001073,TMB-BRC,2023-11-01,25.7,58.1,62.0,33589.3,61.9,37.2,45.3,
ORC-0001074,TMB-BRC,2023-12-01,25.7,62.0,52.4,25082.1,54.7,32.6,35.4,
ORC-0001075,TMB-BRC,2024-01-01,25.7,43.7,60.5,30965.2,75.2,42.8,43.5,
ORC-0001076,TMB-BRC,2024-02-01,25.7,64.3,60.8,26858.9,71.8,17.1,36.4,
ORC-0001077,TMB-BRC,2024-03-01,25.7,100.0,75.3,30995.9,69.9,25.9,36.9,
ORC-0001078,TMB-BRC,2024-04-01,25.7,100.0,77.6,38421.0,75.2,30.2,45.2,
ORC-0001079,TMB-BRC,2024-05-01,25.7,96.6,68.7,35205.9,55.2,39.2,40.6,
ORC-0001080,TMB-BRC,2024-06-01,25.7,94.1,79.4,39383.0,71.4,45.8,40.5,
ORC-0001081,TMB-BRC,2024-07-01,25.7,56.1,55.1,29402.7,71.6,24.8,66.3,
ORC-0001082,TMB-BRC,2024-08-01,25.7,28.9,56.8,28050.7,74.4,41.5,45.4,
ORC-0001083,TMB-BRC,2024-09-01,25.7,42.5,51.5,25381.0,56.2,26.4,36.9,
ORC-0001084,TMB-BRC,2024-10-01,25.7,47.6,67.2,33528.6,72.1,29.7,40.0,
ORC-0001085,TMB-BRC,2024-11-01,25.7,60.6,58.7,29741.7,61.6,39.8,37.7,
ORC-0001086,TMB-BRC,2024-12-01,25.7,50.7,57.1,26861.2,57.9,27.9,55.8,
ORC-0001087,TMB-BRC,2025-01-01,25.7,72.6,71.0,33277.0,70.6,47.7,35.0,
ORC-0001088,TMB-BRC,2025-02-01,25.7,63.6,75.0,34438.7,79.0,40.8,26.2,
ORC-0001089,TMB-BRC,2025-03-01,25.7,88.9,77.0,34025.5,70.9,32.3,26.0,
ORC-0001090,TMB-BRC,2025-04-01,25.7,100.0,66.1,34453.4,57.1,37.0,45.0,
ORC-0001091,TMB-BRC,2025-05-01,25.7,100.0,65.2,30743.6,72.2,34.1,45.2,
ORC-0001092,TMB-BRC,2025-06-01,25.7,100.0,69.4,34105.4,63.3,34.7,45.9,
ORC-0001093,TMB-SKZ,2019-01-01,51.0,62.7,61.1,67464.5,73.1,32.8,45.0,
ORC-0001094,TMB-SKZ,2019-02-01,51.0,60.4,54.9,53622.6,69.1,31.3,31.5,
ORC-0001095,TMB-SKZ,2019-03-01,51.0,71.7,60.3,61335.6,73.0,44.1,39.4,
ORC-0001096,TMB-SKZ,2019-04-01,51.0,97.7,72.4,69555.9,72.9,56.4,53.0,
ORC-0001097,TMB-SKZ,2019-05-01,51.0,100.0,56.6,55411.2,58.9,56.8,46.2,
ORC-0001098,TMB-SKZ,2019-06-01,51.0,87.6,60.3,63415.8,75.7,54.5,42.5,
ORC-0001099,TMB-SKZ,2019-07-01,51.0,60.0,54.2,56781.3,56.2,54.6,58.6,
ORC-0001100,TMB-SKZ,2019-08-01,51.0,38.7,47.0,48626.0,65.8,32.2,46.2,
ORC-0001101,TMB-SKZ,2019-09-01,51.0,35.6,44.5,45836.8,66.4,38.0,44.2,
ORC-0001102,TMB-SKZ,2019-10-01,51.0,50.3,40.8,43255.9,43.6,38.7,55.4,
ORC-0001103,TMB-SKZ,2019-11-01,51.0,47.3,59.0,50266.6,66.4,34.4,28.2,
ORC-0001104,TMB-SKZ,2019-12-01,51.0,65.7,58.9,63237.4,54.6,35.8,35.3,
ORC-0001105,TMB-SKZ,2020-01-01,51.0,53.3,49.4,49256.3,47.1,50.0,38.4,
ORC-0001106,TMB-SKZ,2020-02-01,51.0,62.8,46.4,42973.0,63.7,39.5,43.0,
ORC-0001107,TMB-SKZ,2020-03-01,51.0,87.9,61.1,59145.4,68.2,54.5,49.3,
ORC-0001108,TMB-SKZ,2020-04-01,51.0,100.0,67.0,71469.6,69.6,61.4,35.3,
ORC-0001109,TMB-SKZ,2020-05-01,51.0,94.2,69.3,69879.0,72.2,48.1,36.5,
ORC-0001110,TMB-SKZ,2020-06-01,51.0,88.5,62.6,61736.7,62.1,10.1,47.0,
ORC-0001111,TMB-SKZ,2020-07-01,51.0,73.5,52.7,51484.3,59.6,42.5,44.1,
ORC-0001112,TMB-SKZ,2020-08-01,51.0,23.6,43.0,40092.4,64.6,45.2,43.5,
ORC-0001113,TMB-SKZ,2020-09-01,51.0,35.8,53.7,62661.3,63.5,54.8,49.4,
ORC-0001114,TMB-SKZ,2020-10-01,51.0,52.6,41.8,35964.9,52.6,39.1,30.9,
ORC-0001115,TMB-SKZ,2020-11-01,51.0,51.7,50.0,48223.4,54.4,29.2,30.2,
ORC-0001116,TMB-SKZ,2020-12-01,51.0,61.1,53.3,54629.1,74.8,47.7,40.0,
ORC-0001117,TMB-SKZ,2021-01-01,51.0,49.7,60.7,50637.8,70.4,42.5,28.9,
ORC-0001118,TMB-SKZ,2021-02-01,51.0,50.4,47.5,46084.5,48.9,44.4,43.9,
ORC-0001119,TMB-SKZ,2021-03-01,51.0,74.6,62.4,56530.7,68.5,48.2,39.2,
ORC-0001120,TMB-SKZ,2021-04-01,51.0,97.0,63.8,61975.4,61.2,15.1,35.9,
ORC-0001121,TMB-SKZ,2021-05-01,51.0,100.0,50.8,54180.7,55.9,53.7,30.2,
ORC-0001122,TMB-SKZ,2021-06-01,51.0,82.0,52.3,47419.7,44.7,50.7,36.2,
ORC-0001123,TMB-SKZ,2021-07-01,51.0,41.0,53.2,51435.2,64.0,45.0,53.4,
ORC-0001124,TMB-SKZ,2021-08-01,51.0,43.9,52.6,56959.7,61.0,49.9,21.8,
ORC-0001125,TMB-SKZ,2021-09-01,51.0,42.0,56.4,56704.3,67.7,34.4,30.5,
ORC-0001126,TMB-SKZ,2021-10-01,51.0,42.5,51.7,51583.7,67.7,28.3,25.1,
ORC-0001127,TMB-SKZ,2021-11-01,51.0,46.8,50.8,49315.6,67.9,34.1,41.0,
ORC-0001128,TMB-SKZ,2021-12-01,51.0,53.7,56.0,60309.6,77.5,64.1,37.5,
ORC-0001129,TMB-SKZ,2022-01-01,51.0,50.6,63.7,57991.2,73.5,40.2,27.8,
ORC-0001130,TMB-SKZ,2022-02-01,51.0,56.8,54.0,68980.6,67.8,47.7,52.0,
ORC-0001131,TMB-SKZ,2022-03-01,51.0,68.1,51.4,46948.5,56.3,35.4,30.4,
ORC-0001132,TMB-SKZ,2022-04-01,51.0,91.8,63.5,57033.0,60.3,32.2,30.8,
ORC-0001133,TMB-SKZ,2022-05-01,51.0,89.7,56.7,52710.7,56.9,32.0,23.1,
ORC-0001134,TMB-SKZ,2022-06-01,51.0,81.3,66.2,60040.4,65.5,30.7,42.4,
ORC-0001135,TMB-SKZ,2022-07-01,51.0,59.3,53.9,53061.9,54.6,46.0,30.9,
ORC-0001136,TMB-SKZ,2022-08-01,51.0,32.3,49.2,49972.8,60.4,50.1,33.3,
ORC-0001137,TMB-SKZ,2022-09-01,51.0,31.6,36.7,43677.7,60.2,53.5,41.8,
ORC-0001138,TMB-SKZ,2022-10-01,51.0,33.0,44.0,45200.6,60.8,32.0,36.4,
ORC-0001139,TMB-SKZ,2022-11-01,51.0,46.9,50.9,47248.2,57.1,49.4,41.2,
ORC-0001140,TMB-SKZ,2022-12-01,51.0,52.1,47.2,43511.9,76.3,44.4,29.7,
ORC-0001141,TMB-SKZ,2023-01-01,51.0,43.8,47.5,45107.3,73.6,21.6,44.1,
ORC-0001142,TMB-SKZ,2023-02-01,51.0,64.6,61.2,66012.9,63.0,37.6,42.3,
ORC-0001143,TMB-SKZ,2023-03-01,51.0,64.2,50.7,47149.0,58.6,45.3,40.0,
ORC-0001144,TMB-SKZ,2023-04-01,51.0,97.4,55.7,65048.4,52.1,50.2,49.3,
ORC-0001145,TMB-SKZ,2023-05-01,51.0,97.9,61.7,62495.3,54.6,18.0,41.4,
ORC-0001146,TMB-SKZ,2023-06-01,51.0,96.1,60.4,58951.5,52.8,51.4,30.9,
ORC-0001147,TMB-SKZ,2023-07-01,51.0,63.2,48.5,53026.0,56.1,15.6,40.8,
ORC-0001148,TMB-SKZ,2023-08-01,51.0,34.3,54.4,53472.4,55.6,34.4,37.0,
ORC-0001149,TMB-SKZ,2023-09-01,51.0,35.2,43.5,42856.3,43.6,23.9,39.8,
ORC-0001150,TMB-SKZ,2023-10-01,51.0,45.7,45.7,50184.3,62.9,27.2,51.6,
ORC-0001151,TMB-SKZ,2023-11-01,51.0,48.5,45.2,42301.2,46.3,59.2,32.7,
ORC-0001152,TMB-SKZ,2023-12-01,51.0,63.2,56.7,48775.0,46.2,31.0,24.7,
ORC-0001153,TMB-SKZ,2024-01-01,51.0,64.0,56.3,51024.2,57.0,61.1,35.1,
ORC-0001154,TMB-SKZ,2024-02-01,51.0,42.2,53.8,50110.1,71.2,42.6,35.6,
ORC-0001155,TMB-SKZ,2024-03-01,51.0,82.7,49.2,54792.9,67.0,43.5,38.3,
ORC-0001156,TMB-SKZ,2024-04-01,51.0,95.7,60.0,56565.1,71.3,27.8,31.7,
ORC-0001157,TMB-SKZ,2024-05-01,51.0,100.0,63.9,66578.9,66.4,26.4,33.1,
ORC-0001158,TMB-SKZ,2024-06-01,51.0,98.5,72.0,67254.8,65.0,23.7,51.3,
ORC-0001159,TMB-SKZ,2024-07-01,51.0,60.4,49.9,56715.3,61.2,44.3,61.7,
ORC-0001160,TMB-SKZ,2024-08-01,51.0,40.3,52.7,53377.5,64.9,22.0,40.8,
ORC-0001161,TMB-SKZ,2024-09-01,51.0,41.8,49.9,50757.8,62.1,32.7,36.0,
ORC-0001162,TMB-SKZ,2024-10-01,51.0,56.6,56.0,53969.7,60.2,43.4,36.2,
ORC-0001163,TMB-SKZ,2024-11-01,51.0,54.0,46.3,39479.2,67.7,29.5,26.5,
ORC-0001164,TMB-SKZ,2024-12-01,51.0,51.6,43.6,40247.1,52.3,25.6,43.8,
ORC-0001165,TMB-SKZ,2025-01-01,51.0,48.1,58.2,57141.5,87.2,31.6,45.9,
ORC-0001166,TMB-SKZ,2025-02-01,51.0,43.0,45.2,48101.2,69.8,35.1,28.9,
ORC-0001167,TMB-SKZ,2025-03-01,51.0,88.0,58.9,58664.5,67.8,12.6,42.0,
ORC-0001168,TMB-SKZ,2025-04-01,51.0,90.5,55.1,56320.9,46.1,55.1,30.9,
ORC-0001169,TMB-SKZ,2025-05-01,51.0,100.0,70.6,71513.4,79.0,40.8,40.9,
ORC-0001170,TMB-SKZ,2025-06-01,51.0,84.9,46.0,45318.2,54.1,23.9,55.1,
ORC-0001171,TMB-HQL,2019-01-01,44.2,48.3,57.4,55443.9,57.6,24.3,46.4,
ORC-0001172,TMB-HQL,2019-02-01,44.2,58.1,48.4,41882.5,47.3,17.6,26.5,
ORC-0001173,TMB-HQL,2019-03-01,44.2,88.8,55.6,39387.3,55.3,42.5,62.3,
ORC-0001174,TMB-HQL,2019-04-01,44.2,96.0,57.1,45195.2,66.8,44.2,38.6,
ORC-0001175,TMB-HQL,2019-05-01,44.2,86.6,57.1,46507.0,55.9,34.2,49.6,
ORC-0001176,TMB-HQL,2019-06-01,44.2,95.1,73.1,68205.6,72.4,34.7,48.3,
ORC-0001177,TMB-HQL,2019-07-01,44.2,60.3,55.7,43255.6,57.5,35.5,34.0,
ORC-0001178,TMB-HQL,2019-08-01,44.2,41.9,62.4,51695.7,81.3,42.0,44.0,
ORC-0001179,TMB-HQL,2019-09-01,44.2,28.3,42.5,34609.9,59.7,37.0,30.0,
ORC-0001180,TMB-HQL,2019-10-01,44.2,39.4,47.2,35707.6,69.3,46.1,31.1,
ORC-0001181,TMB-HQL,2019-11-01,44.2,62.7,55.5,50008.3,69.1,38.3,43.3,
ORC-0001182,TMB-HQL,2019-12-01,44.2,52.4,50.7,39248.6,65.8,57.0,36.4,
ORC-0001183,TMB-HQL,2020-01-01,44.2,60.3,60.4,54875.3,67.0,42.7,46.8,
ORC-0001184,TMB-HQL,2020-02-01,44.2,73.2,60.4,55150.9,72.7,28.8,46.0,
ORC-0001185,TMB-HQL,2020-03-01,44.2,80.0,58.3,53205.8,52.0,32.6,38.0,
ORC-0001186,TMB-HQL,2020-04-01,44.2,100.0,60.8,50157.4,64.5,47.9,36.5,
ORC-0001187,TMB-HQL,2020-05-01,44.2,99.8,67.3,60895.1,56.7,41.2,41.1,
ORC-0001188,TMB-HQL,2020-06-01,44.2,94.2,60.7,47233.2,61.0,29.8,36.0,
ORC-0001189,TMB-HQL,2020-07-01,44.2,69.8,52.6,47683.3,69.3,48.9,61.2,
ORC-0001190,TMB-HQL,2020-08-01,44.2,33.4,33.3,27989.9,44.0,39.0,42.3,
ORC-0001191,TMB-HQL,2020-09-01,44.2,48.3,48.4,45182.5,47.2,45.7,49.0,
ORC-0001192,TMB-HQL,2020-10-01,44.2,44.9,49.4,41020.7,61.9,30.0,36.1,
ORC-0001193,TMB-HQL,2020-11-01,44.2,56.7,54.0,46135.8,60.6,46.5,41.8,
ORC-0001194,TMB-HQL,2020-12-01,44.2,67.9,60.1,51778.9,54.4,25.0,21.8,
ORC-0001195,TMB-HQL,2021-01-01,44.2,71.8,59.2,51282.8,53.5,41.3,42.7,
ORC-0001196,TMB-HQL,2021-02-01,44.2,51.1,49.6,40080.2,59.1,51.6,42.4,
ORC-0001197,TMB-HQL,2021-03-01,44.2,74.9,59.6,49156.8,72.7,22.9,33.7,
ORC-0001198,TMB-HQL,2021-04-01,44.2,100.0,62.4,50527.2,66.1,39.8,48.3,
ORC-0001199,TMB-HQL,2021-05-01,44.2,100.0,66.8,62183.2,62.4,42.5,36.8,
ORC-0001200,TMB-HQL,2021-06-01,44.2,77.9,65.8,55361.5,59.6,32.1,36.7,
ORC-0001201,TMB-HQL,2021-07-01,44.2,64.6,43.1,36854.0,50.8,32.1,46.3,
ORC-0001202,TMB-HQL,2021-08-01,44.2,38.6,47.0,43891.1,61.5,54.8,33.6,
ORC-0001203,TMB-HQL,2021-09-01,44.2,38.6,56.3,47387.4,53.6,42.1,36.9,
ORC-0001204,TMB-HQL,2021-10-01,44.2,53.3,47.8,43747.1,64.0,49.5,36.4,
ORC-0001205,TMB-HQL,2021-11-01,44.2,52.1,50.5,42088.6,50.9,34.3,27.8,
ORC-0001206,TMB-HQL,2021-12-01,44.2,60.4,64.0,55361.1,67.5,33.1,40.6,
ORC-0001207,TMB-HQL,2022-01-01,44.2,67.9,51.1,44529.2,63.5,51.8,56.4,
ORC-0001208,TMB-HQL,2022-02-01,44.2,62.3,63.1,48202.3,56.1,41.5,33.0,
ORC-0001209,TMB-HQL,2022-03-01,44.2,74.4,52.6,43054.9,54.8,29.3,29.4,
ORC-0001210,TMB-HQL,2022-04-01,44.2,97.7,63.9,51987.1,72.7,52.9,35.3,
ORC-0001211,TMB-HQL,2022-05-01,44.2,95.6,69.3,54001.8,59.4,38.9,23.5,
ORC-0001212,TMB-HQL,2022-06-01,44.2,100.0,75.1,63401.5,72.2,56.6,46.3,
ORC-0001213,TMB-HQL,2022-07-01,44.2,64.2,49.2,45174.2,57.0,24.7,35.2,
ORC-0001214,TMB-HQL,2022-08-01,44.2,47.5,63.5,57213.1,74.3,48.6,39.0,
ORC-0001215,TMB-HQL,2022-09-01,44.2,31.9,39.2,23982.6,50.0,27.8,18.8,
ORC-0001216,TMB-HQL,2022-10-01,44.2,46.4,43.6,36112.0,53.8,44.5,26.2,
ORC-0001217,TMB-HQL,2022-11-01,44.2,52.1,56.2,51667.1,66.9,48.8,40.3,
ORC-0001218,TMB-HQL,2022-12-01,44.2,60.5,52.2,46177.8,54.7,67.5,41.0,
ORC-0001219,TMB-HQL,2023-01-01,44.2,66.0,53.3,45959.4,63.2,43.2,26.2,
ORC-0001220,TMB-HQL,2023-02-01,44.2,55.3,54.0,42930.6,66.8,32.5,31.8,storm-related flower loss
ORC-0001221,TMB-HQL,2023-03-01,44.2,92.5,64.7,58721.2,52.9,33.0,37.7,
ORC-0001222,TMB-HQL,2023-04-01,44.2,99.4,67.6,55510.8,59.7,29.0,39.3,
ORC-0001223,TMB-HQL,2023-05-01,44.2,97.7,66.0,53631.1,65.8,19.2,35.1,
ORC-0001224,TMB-HQL,2023-06-01,44.2,90.5,64.3,49514.4,63.5,22.0,42.8,
ORC-0001225,TMB-HQL,2023-07-01,44.2,50.2,39.8,36521.3,57.4,26.4,58.0,
ORC-0001226,TMB-HQL,2023-08-01,44.2,37.9,48.3,39183.1,53.9,46.5,36.0,
ORC-0001227,TMB-HQL,2023-09-01,44.2,43.9,39.8,33558.2,61.2,35.2,52.2,
ORC-0001228,TMB-HQL,2023-10-01,44.2,43.2,54.1,51295.6,62.7,44.8,48.9,
ORC-0001229,TMB-HQL,2023-11-01,44.2,76.1,62.1,50431.6,65.1,42.0,34.8,
ORC-0001230,TMB-HQL,2023-12-01,44.2,71.9,49.7,33452.9,48.0,32.9,37.7,storm-related flower loss
ORC-0001231,TMB-HQL,2024-01-01,44.2,60.8,54.1,46513.1,56.3,30.0,37.2,
ORC-0001232,TMB-HQL,2024-02-01,44.2,61.2,56.2,39803.2,66.3,26.2,44.7,
ORC-0001233,TMB-HQL,2024-03-01,44.2,86.2,60.6,52366.6,63.5,27.7,35.5,
ORC-0001234,TMB-HQL,2024-04-01,44.2,87.9,57.1,52267.9,68.1,29.8,30.3,
ORC-0001235,TMB-HQL,2024-05-01,44.2,100.0,73.7,63530.5,60.8,36.2,40.9,
ORC-0001236,TMB-HQL,2024-06-01,44.2,93.9,61.1,54791.9,64.8,35.6,49.5,
ORC-0001237,TMB-HQL,2024-07-01,44.2,71.0,58.5,49977.4,63.5,39.9,48.2,
ORC-0001238,TMB-HQL,2024-08-01,44.2,34.7,45.7,42760.5,54.5,23.1,39.1,
ORC-0001239,TMB-HQL,2024-09-01,44.2,39.4,45.7,42829.8,60.4,36.2,44.0,
ORC-0001240,TMB-HQL,2024-10-01,44.2,46.3,46.8,43251.1,67.1,33.4,39.0,
ORC-0001241,TMB-HQL,2024-11-01,44.2,55.2,54.6,47153.1,67.2,35.7,28.2,
ORC-0001242,TMB-HQL,2024-12-01,44.2,54.6,51.3,41697.2,67.8,23.9,49.4,
ORC-0001243,TMB-HQL,2025-01-01,44.2,60.3,64.4,57444.5,72.0,35.6,45.2,
ORC-0001244,TMB-HQL,2025-02-01,44.2,50.7,58.0,53521.1,63.8,45.2,41.6,
ORC-0001245,TMB-HQL,2025-03-01,44.2,84.4,69.3,57365.7,63.3,53.0,43.8,
ORC-0001246,TMB-HQL,2025-04-01,44.2,89.7,59.0,45102.9,62.9,53.1,31.8,
ORC-0001247,TMB-HQL,2025-05-01,44.2,100.0,66.7,52384.8,54.0,49.4,36.0,
ORC-0001248,TMB-HQL,2025-06-01,44.2,77.3,50.0,44134.0,58.2,29.0,36.7,
